"vid_id","ad_view"
"VID_15917",13
"VID_9570",5
"VID_11907",7
"VID_23040",5
"VID_23418",5
"VID_3402",10
"VID_784",5
"VID_9459",5
"VID_14437",2
"VID_11004",6
"VID_18896",2
"VID_10256",6
"VID_17618",2
"VID_22331",4
"VID_3752",8
"VID_12128",3
"VID_5781",3
"VID_22852",3
"VID_3982",7
"VID_12789",3
"VID_10045",3
"VID_16750",3
"VID_4877",4
"VID_21679",5
"VID_4105",10
"VID_10655",4
"VID_17768",3
"VID_2849",5
"VID_3663",17
"VID_4544",6
"VID_2207",4
"VID_7078",7
"VID_13144",3
"VID_4884",7
"VID_852",6
"VID_12131",2
"VID_16562",5
"VID_9009",8
"VID_13487",3
"VID_14576",5
"VID_16832",3
"VID_17985",4
"VID_21569",5
"VID_4951",2
"VID_18135",3
"VID_1962",3
"VID_23091",6
"VID_23077",14
"VID_9672",5
"VID_20332",6
"VID_4113",7
"VID_6555",4
"VID_6209",4
"VID_23570",2
"VID_14917",5
"VID_17109",9
"VID_6136",19
"VID_3040",2
"VID_9886",4
"VID_18657",7
"VID_2394",3
"VID_1352",10
"VID_8297",5
"VID_10112",9
"VID_4262",4
"VID_10461",3
"VID_1952",9
"VID_10504",4
"VID_10590",3
"VID_18256",3
"VID_19145",6
"VID_20784",3
"VID_448",3
"VID_6293",8
"VID_4462",6
"VID_6650",13
"VID_11002",6
"VID_17404",1
"VID_2118",6
"VID_3642",6
"VID_7963",3
"VID_1340",9
"VID_6769",15
"VID_23631",4
"VID_21726",4
"VID_11721",8
"VID_1553",6
"VID_541",3
"VID_2429",4
"VID_13505",4
"VID_23404",2
"VID_6298",3
"VID_13722",7
"VID_19086",4
"VID_19421",3
"VID_3997",4
"VID_5230",15
"VID_14597",6
"VID_22282",5
"VID_3986",2
"VID_13078",4
"VID_5677",4
"VID_7886",2
"VID_20821",9
"VID_13253",8
"VID_3632",4
"VID_15975",3
"VID_22577",7
"VID_15223",4
"VID_11245",6
"VID_1802",5
"VID_7434",3
"VID_11313",2
"VID_2900",9
"VID_106",2
"VID_9784",4
"VID_15561",4
"VID_20893",3
"VID_4174",13
"VID_1295",11
"VID_701",2
"VID_13718",10
"VID_15384",3
"VID_7332",2
"VID_21757",8
"VID_16022",6
"VID_16236",8
"VID_4337",9
"VID_20636",3
"VID_639",4
"VID_3511",5
"VID_5508",5
"VID_6281",3
"VID_15053",7
"VID_3435",6
"VID_8616",7
"VID_14044",23
"VID_6493",4
"VID_3158",2
"VID_10253",5
"VID_3001",11
"VID_20951",8
"VID_5750",6
"VID_11466",7
"VID_9642",14
"VID_15556",2
"VID_14167",3
"VID_16180",6
"VID_5456",3
"VID_926",3
"VID_16685",4
"VID_14228",2
"VID_14720",4
"VID_18717",3
"VID_10635",11
"VID_20840",6
"VID_3096",3
"VID_3244",6
"VID_21373",13
"VID_5533",3
"VID_4549",6
"VID_22471",2
"VID_3835",4
"VID_17761",7
"VID_5721",5
"VID_510",2
"VID_19978",3
"VID_15191",6
"VID_17998",6
"VID_23349",4
"VID_13271",7
"VID_16457",11
"VID_21777",3
"VID_6416",4
"VID_11087",8
"VID_7437",4
"VID_22835",2
"VID_8283",4
"VID_13522",4
"VID_7611",4
"VID_8984",3
"VID_10628",2
"VID_9849",4
"VID_1968",7
"VID_11578",4
"VID_2237",5
"VID_15132",10
"VID_12746",5
"VID_3130",7
"VID_9593",6
"VID_10652",12
"VID_14015",3
"VID_7116",3
"VID_19028",2
"VID_17430",4
"VID_21788",6
"VID_15831",7
"VID_5942",6
"VID_15029",6
"VID_4352",9
"VID_21653",5
"VID_6190",5
"VID_7095",3
"VID_2485",4
"VID_6437",12
"VID_11325",2
"VID_13363",4
"VID_6398",4
"VID_10189",3
"VID_18253",2
"VID_15829",3
"VID_12349",2
"VID_11887",7
"VID_22327",2
"VID_10815",2
"VID_1776",4
"VID_3175",8
"VID_21068",9
"VID_7316",3
"VID_21999",8
"VID_19345",6
"VID_3700",12
"VID_7802",3
"VID_2126",2
"VID_1254",8
"VID_18091",3
"VID_323",1
"VID_605",8
"VID_22819",2
"VID_6178",7
"VID_20098",4
"VID_18451",6
"VID_21177",7
"VID_6010",4
"VID_21931",4
"VID_14297",5
"VID_19770",8
"VID_18120",3
"VID_1563",4
"VID_976",2
"VID_5235",2
"VID_4540",7
"VID_17883",8
"VID_16527",4
"VID_1118",10
"VID_22359",19
"VID_10076",12
"VID_654",5
"VID_15065",4
"VID_16385",4
"VID_767",4
"VID_18898",2
"VID_11910",8
"VID_11880",3
"VID_23174",4
"VID_6947",3
"VID_23593",2
"VID_20704",2
"VID_6935",11
"VID_19859",4
"VID_6578",3
"VID_9747",3
"VID_13132",2
"VID_8734",8
"VID_22732",5
"VID_18516",5
"VID_1949",7
"VID_22124",1
"VID_8310",2
"VID_14424",7
"VID_18895",4
"VID_13210",3
"VID_14732",4
"VID_6603",3
"VID_19754",2
"VID_9276",2
"VID_6369",9
"VID_12207",2
"VID_11183",3
"VID_18547",2
"VID_12303",7
"VID_1587",6
"VID_22246",3
"VID_16300",7
"VID_4282",7
"VID_12064",3
"VID_20842",10
"VID_21172",4
"VID_4541",4
"VID_12477",2
"VID_18127",2
"VID_1502",7
"VID_18016",2
"VID_10950",12
"VID_11735",2
"VID_11959",3
"VID_20482",3
"VID_5816",6
"VID_7301",10
"VID_226",2
"VID_20856",4
"VID_5107",6
"VID_11678",5
"VID_23497",7
"VID_6797",7
"VID_22106",3
"VID_10151",5
"VID_6725",2
"VID_2435",2
"VID_17908",3
"VID_454",3
"VID_23067",12
"VID_21609",6
"VID_3253",4
"VID_5935",3
"VID_1568",4
"VID_14804",3
"VID_22087",3
"VID_9497",3
"VID_4592",3
"VID_5831",4
"VID_11356",2
"VID_17667",2
"VID_13649",4
"VID_7974",7
"VID_6013",7
"VID_4389",3
"VID_19030",4
"VID_832",6
"VID_14244",2
"VID_282",2
"VID_17406",3
"VID_12603",13
"VID_4580",2
"VID_9481",6
"VID_22005",2
"VID_20093",3
"VID_3816",2
"VID_12403",9
"VID_16868",2
"VID_11701",4
"VID_16884",3
"VID_7812",4
"VID_1655",6
"VID_21729",8
"VID_6951",7
"VID_17539",7
"VID_2956",5
"VID_10006",4
"VID_14881",4
"VID_1138",14
"VID_14030",1
"VID_3201",6
"VID_17876",8
"VID_20857",8
"VID_2154",3
"VID_5544",3
"VID_10712",6
"VID_6910",3
"VID_2882",2
"VID_15719",10
"VID_2706",3
"VID_143",4
"VID_10659",6
"VID_22669",11
"VID_3256",6
"VID_18252",3
"VID_137",2
"VID_8672",5
"VID_12118",11
"VID_6922",3
"VID_17178",3
"VID_4557",2
"VID_8160",2
"VID_6384",6
"VID_23225",6
"VID_17567",4
"VID_3948",10
"VID_9140",5
"VID_7953",10
"VID_11092",4
"VID_1181",4
"VID_8841",3
"VID_1656",10
"VID_1754",4
"VID_9938",4
"VID_14679",6
"VID_19110",6
"VID_17072",5
"VID_18196",2
"VID_14429",5
"VID_20829",8
"VID_1727",5
"VID_4614",3
"VID_16758",6
"VID_44",3
"VID_15213",5
"VID_1709",2
"VID_5094",5
"VID_15523",2
"VID_14180",2
"VID_17357",4
"VID_23027",6
"VID_9263",7
"VID_739",7
"VID_4921",5
"VID_12691",3
"VID_3569",4
"VID_5953",8
"VID_21747",13
"VID_9598",12
"VID_176",4
"VID_19040",5
"VID_6705",3
"VID_21343",4
"VID_4162",3
"VID_22679",4
"VID_19508",6
"VID_2131",3
"VID_9655",2
"VID_4729",4
"VID_21712",5
"VID_23591",3
"VID_1571",7
"VID_19048",2
"VID_10794",5
"VID_8462",6
"VID_7572",4
"VID_19660",16
"VID_10977",6
"VID_18270",4
"VID_10621",1
"VID_20459",3
"VID_8902",6
"VID_8879",5
"VID_23588",3
"VID_21748",9
"VID_17517",5
"VID_17678",3
"VID_12011",3
"VID_21869",8
"VID_7035",1
"VID_915",7
"VID_3330",9
"VID_21146",2
"VID_5812",2
"VID_21236",5
"VID_19792",4
"VID_11920",3
"VID_8060",8
"VID_11201",5
"VID_4814",15
"VID_2255",3
"VID_1557",4
"VID_4517",5
"VID_1847",7
"VID_12468",3
"VID_17563",13
"VID_6092",7
"VID_8505",6
"VID_3145",8
"VID_4523",8
"VID_5572",4
"VID_15622",2
"VID_23664",3
"VID_1199",6
"VID_20859",7
"VID_20219",2
"VID_14843",3
"VID_10143",2
"VID_18589",3
"VID_12417",8
"VID_13581",8
"VID_3415",9
"VID_17443",7
"VID_4628",3
"VID_2661",15
"VID_7209",12
"VID_7870",5
"VID_17045",7
"VID_20063",9
"VID_11909",4
"VID_17225",3
"VID_14680",7
"VID_7326",4
"VID_15140",9
"VID_2324",3
"VID_2936",5
"VID_18115",4
"VID_9316",2
"VID_18367",3
"VID_15205",5
"VID_3068",2
"VID_6319",8
"VID_14285",7
"VID_20949",4
"VID_7519",2
"VID_5836",7
"VID_20268",5
"VID_12833",5
"VID_17659",2
"VID_7137",5
"VID_22579",3
"VID_21681",4
"VID_2911",7
"VID_23348",5
"VID_15619",5
"VID_10327",4
"VID_13590",8
"VID_9793",2
"VID_22698",3
"VID_2798",6
"VID_15022",3
"VID_23502",7
"VID_865",4
"VID_12126",2
"VID_10439",4
"VID_3103",3
"VID_10764",3
"VID_20169",5
"VID_20766",4
"VID_20512",2
"VID_21472",4
"VID_18887",3
"VID_922",3
"VID_21984",10
"VID_16563",5
"VID_16788",3
"VID_17778",4
"VID_1904",8
"VID_928",2
"VID_12845",11
"VID_6422",6
"VID_10221",8
"VID_15977",2
"VID_21774",2
"VID_19891",2
"VID_23519",3
"VID_9823",3
"VID_17541",3
"VID_15111",3
"VID_19743",2
"VID_5621",2
"VID_7492",3
"VID_4974",7
"VID_3104",2
"VID_22084",2
"VID_8234",3
"VID_13324",3
"VID_18874",4
"VID_12753",5
"VID_3226",3
"VID_5911",7
"VID_18670",6
"VID_13918",2
"VID_22137",6
"VID_5582",2
"VID_17134",4
"VID_6065",6
"VID_7714",4
"VID_19758",2
"VID_5181",5
"VID_11772",2
"VID_10293",2
"VID_18907",5
"VID_11238",3
"VID_9684",3
"VID_14439",7
"VID_3502",8
"VID_4648",4
"VID_13653",8
"VID_7319",6
"VID_22221",4
"VID_10521",2
"VID_23193",4
"VID_9209",2
"VID_386",4
"VID_41",4
"VID_4129",4
"VID_1323",10
"VID_19618",6
"VID_6806",8
"VID_5608",3
"VID_8789",3
"VID_16467",5
"VID_3723",7
"VID_4399",7
"VID_259",4
"VID_17597",7
"VID_21110",5
"VID_293",1
"VID_22872",5
"VID_3543",7
"VID_17344",3
"VID_2219",2
"VID_4004",6
"VID_4449",4
"VID_3243",4
"VID_11767",3
"VID_19467",2
"VID_16918",4
"VID_8455",4
"VID_20744",4
"VID_20358",2
"VID_23417",3
"VID_4859",4
"VID_21291",5
"VID_2742",3
"VID_932",2
"VID_4665",3
"VID_1931",13
"VID_834",4
"VID_16455",5
"VID_18695",4
"VID_12570",6
"VID_3363",5
"VID_1429",8
"VID_23147",4
"VID_370",4
"VID_8257",5
"VID_14746",5
"VID_12892",2
"VID_9440",2
"VID_6662",16
"VID_2439",5
"VID_18596",4
"VID_5669",5
"VID_20658",14
"VID_5661",11
"VID_19314",4
"VID_21996",2
"VID_4895",3
"VID_17999",6
"VID_1786",11
"VID_23173",4
"VID_7943",4
"VID_12577",5
"VID_17318",9
"VID_21978",6
"VID_11917",3
"VID_7819",5
"VID_16076",2
"VID_1612",5
"VID_17300",3
"VID_19434",2
"VID_5088",3
"VID_21732",5
"VID_12730",6
"VID_1460",7
"VID_17895",3
"VID_16178",4
"VID_22430",6
"VID_12248",10
"VID_18022",4
"VID_3374",5
"VID_3356",7
"VID_23558",3
"VID_21886",6
"VID_12680",3
"VID_5318",14
"VID_18729",4
"VID_3743",12
"VID_22340",6
"VID_7883",5
"VID_14571",8
"VID_20046",5
"VID_14313",3
"VID_19082",3
"VID_11669",6
"VID_2403",3
"VID_7712",4
"VID_18609",7
"VID_11421",3
"VID_17566",7
"VID_18756",4
"VID_4247",7
"VID_873",3
"VID_5746",4
"VID_13164",5
"VID_7328",2
"VID_12080",7
"VID_6225",2
"VID_21762",24
"VID_7152",7
"VID_18531",7
"VID_13933",2
"VID_20645",6
"VID_7912",6
"VID_3764",3
"VID_1419",9
"VID_10266",9
"VID_17267",7
"VID_17708",4
"VID_14260",3
"VID_22827",2
"VID_15849",3
"VID_6295",3
"VID_4035",9
"VID_15408",3
"VID_17222",3
"VID_6272",4
"VID_11058",7
"VID_7933",5
"VID_10786",4
"VID_15374",5
"VID_19008",4
"VID_2844",6
"VID_12873",3
"VID_1355",21
"VID_19948",4
"VID_13963",2
"VID_21011",3
"VID_21482",8
"VID_21047",3
"VID_4720",8
"VID_22653",3
"VID_17703",2
"VID_13037",2
"VID_18144",5
"VID_23720",12
"VID_15700",2
"VID_2508",6
"VID_22904",3
"VID_17530",3
"VID_18410",5
"VID_1699",7
"VID_13566",9
"VID_8420",7
"VID_11889",7
"VID_895",7
"VID_3134",11
"VID_10710",12
"VID_4238",6
"VID_11849",2
"VID_2588",3
"VID_6522",4
"VID_12950",4
"VID_11709",6
"VID_16269",8
"VID_364",3
"VID_2644",7
"VID_23659",4
"VID_2730",2
"VID_1454",14
"VID_2825",6
"VID_20225",5
"VID_1489",7
"VID_23715",2
"VID_12821",6
"VID_11847",5
"VID_7640",9
"VID_19332",3
"VID_5762",4
"VID_20998",3
"VID_11454",4
"VID_17762",4
"VID_691",4
"VID_21981",4
"VID_14040",18
"VID_5138",6
"VID_2373",3
"VID_6714",6
"VID_19344",6
"VID_6267",10
"VID_7897",13
"VID_13511",2
"VID_6917",2
"VID_3310",11
"VID_14906",2
"VID_7881",5
"VID_13142",4
"VID_15795",5
"VID_18665",5
"VID_2431",4
"VID_13625",11
"VID_2025",3
"VID_1001",4
"VID_3076",2
"VID_16999",4
"VID_22546",3
"VID_22344",4
"VID_20339",2
"VID_504",2
"VID_17790",3
"VID_3641",6
"VID_18275",5
"VID_14821",7
"VID_1580",8
"VID_9979",5
"VID_21425",7
"VID_6419",7
"VID_6374",11
"VID_23257",10
"VID_6998",1
"VID_8926",6
"VID_4243",5
"VID_14086",5
"VID_22645",6
"VID_21879",10
"VID_9573",11
"VID_1998",8
"VID_14137",3
"VID_7136",3
"VID_9981",5
"VID_11657",10
"VID_7110",2
"VID_21099",3
"VID_1543",9
"VID_5706",4
"VID_23139",5
"VID_5755",6
"VID_13994",1
"VID_11854",2
"VID_18964",2
"VID_14089",3
"VID_1725",6
"VID_14435",2
"VID_13519",4
"VID_6687",2
"VID_992",3
"VID_13255",7
"VID_8720",5
"VID_22967",2
"VID_21862",9
"VID_1011",3
"VID_18429",4
"VID_19556",4
"VID_11414",3
"VID_4631",2
"VID_886",3
"VID_18079",4
"VID_16482",6
"VID_23628",3
"VID_2940",7
"VID_22096",2
"VID_18014",5
"VID_8405",2
"VID_7807",2
"VID_12928",3
"VID_23436",2
"VID_2351",5
"VID_22593",3
"VID_10735",14
"VID_9377",5
"VID_12438",10
"VID_20892",4
"VID_1087",9
"VID_5149",6
"VID_1085",6
"VID_16895",2
"VID_10319",3
"VID_4222",13
"VID_13244",6
"VID_14100",2
"VID_4217",1
"VID_10197",8
"VID_3220",3
"VID_13107",2
"VID_6301",5
"VID_15202",6
"VID_8263",8
"VID_10766",5
"VID_6885",9
"VID_8141",4
"VID_20428",3
"VID_14824",2
"VID_7651",4
"VID_10878",4
"VID_4263",7
"VID_9922",9
"VID_6475",5
"VID_15557",8
"VID_17806",3
"VID_17324",15
"VID_19027",3
"VID_21128",3
"VID_3196",4
"VID_9196",4
"VID_17497",7
"VID_11413",4
"VID_10917",2
"VID_22606",3
"VID_9824",2
"VID_23286",4
"VID_9752",2
"VID_13761",2
"VID_21939",4
"VID_535",4
"VID_23444",5
"VID_1499",6
"VID_5034",4
"VID_9413",5
"VID_6244",7
"VID_23106",10
"VID_19719",4
"VID_4412",6
"VID_18926",2
"VID_23637",8
"VID_18666",7
"VID_21005",1
"VID_18951",5
"VID_9165",3
"VID_3715",4
"VID_10362",7
"VID_2231",2
"VID_9123",5
"VID_577",2
"VID_11922",4
"VID_11881",9
"VID_21127",9
"VID_14805",6
"VID_19323",5
"VID_10125",4
"VID_1717",4
"VID_1819",5
"VID_1609",3
"VID_18343",11
"VID_4800",2
"VID_4740",2
"VID_6502",8
"VID_9232",6
"VID_13675",3
"VID_2567",3
"VID_3546",3
"VID_23743",3
"VID_23270",3
"VID_12998",4
"VID_21509",7
"VID_3602",3
"VID_21989",3
"VID_5159",4
"VID_20289",3
"VID_7900",6
"VID_3558",7
"VID_1764",4
"VID_13204",2
"VID_5433",4
"VID_12037",3
"VID_19320",3
"VID_437",3
"VID_17153",3
"VID_2276",6
"VID_8949",3
"VID_16265",8
"VID_4154",10
"VID_10593",1
"VID_10169",6
"VID_7906",8
"VID_6160",8
"VID_13735",10
"VID_20644",7
"VID_22389",4
"VID_18986",6
"VID_20038",5
"VID_8929",3
"VID_20100",4
"VID_22080",14
"VID_2332",9
"VID_20975",11
"VID_10824",3
"VID_15323",3
"VID_20227",4
"VID_9309",2
"VID_23675",5
"VID_7155",3
"VID_2486",4
"VID_16861",3
"VID_8262",5
"VID_23488",4
"VID_7263",15
"VID_20886",19
"VID_9753",5
"VID_8774",5
"VID_17309",2
"VID_5337",3
"VID_3417",8
"VID_8173",5
"VID_22302",3
"VID_19169",8
"VID_1565",9
"VID_6686",2
"VID_15440",6
"VID_1331",10
"VID_19093",3
"VID_10763",4
"VID_9601",4
"VID_15982",3
"VID_3000",7
"VID_1963",10
"VID_9075",4
"VID_16285",3
"VID_19832",4
"VID_21280",5
"VID_2264",6
"VID_14929",3
"VID_15811",3
"VID_22700",8
"VID_20594",2
"VID_15193",11
"VID_7700",2
"VID_2820",3
"VID_812",2
"VID_11751",4
"VID_22881",6
"VID_958",3
"VID_17729",6
"VID_11596",4
"VID_19325",11
"VID_2190",2
"VID_13073",2
"VID_6840",3
"VID_12225",3
"VID_5837",5
"VID_18859",6
"VID_3769",3
"VID_2115",3
"VID_3746",4
"VID_4813",10
"VID_17143",3
"VID_8066",8
"VID_17772",4
"VID_10821",4
"VID_10238",6
"VID_5016",5
"VID_19825",2
"VID_23632",6
"VID_22367",25
"VID_19159",6
"VID_5258",4
"VID_2447",3
"VID_2285",7
"VID_9562",11
"VID_8430",4
"VID_20007",4
"VID_12308",23
"VID_4198",3
"VID_17417",5
"VID_16302",7
"VID_14813",5
"VID_17865",4
"VID_16200",10
"VID_2072",5
"VID_9596",9
"VID_6098",5
"VID_17429",4
"VID_21895",7
"VID_9835",2
"VID_10989",4
"VID_2035",7
"VID_12355",7
"VID_12657",2
"VID_19220",3
"VID_19275",2
"VID_19369",2
"VID_18225",3
"VID_9897",6
"VID_10933",5
"VID_12062",2
"VID_3268",3
"VID_2127",5
"VID_1366",5
"VID_798",6
"VID_11037",6
"VID_8945",4
"VID_17210",3
"VID_6112",11
"VID_22798",3
"VID_19582",4
"VID_1276",8
"VID_19072",4
"VID_4995",3
"VID_14521",7
"VID_6580",3
"VID_7648",7
"VID_13218",4
"VID_12709",15
"VID_4152",5
"VID_5017",7
"VID_12246",8
"VID_3971",2
"VID_388",2
"VID_303",2
"VID_18386",3
"VID_8321",4
"VID_761",5
"VID_6250",5
"VID_3051",3
"VID_8930",4
"VID_23327",2
"VID_10395",5
"VID_6038",6
"VID_15890",3
"VID_13023",6
"VID_15120",11
"VID_11617",2
"VID_18165",4
"VID_5280",5
"VID_5648",8
"VID_10782",9
"VID_21087",11
"VID_21352",7
"VID_9585",5
"VID_6821",4
"VID_15087",3
"VID_19654",3
"VID_10413",5
"VID_22027",7
"VID_5081",2
"VID_6452",8
"VID_16047",3
"VID_14887",2
"VID_12293",27
"VID_10093",4
"VID_12852",6
"VID_2498",2
"VID_7027",7
"VID_2493",6
"VID_21706",2
"VID_14603",3
"VID_5878",3
"VID_965",9
"VID_9432",2
"VID_9060",6
"VID_6273",12
"VID_20500",2
"VID_18347",3
"VID_12503",1
"VID_19854",2
"VID_3007",6
"VID_10533",3
"VID_7212",7
"VID_6928",3
"VID_10737",5
"VID_11747",8
"VID_7988",7
"VID_8302",8
"VID_13951",7
"VID_6027",7
"VID_15919",6
"VID_14027",3
"VID_3261",8
"VID_4875",5
"VID_13573",7
"VID_22534",3
"VID_11699",3
"VID_9756",5
"VID_18923",3
"VID_14146",3
"VID_7005",2
"VID_17570",12
"VID_10623",4
"VID_20406",9
"VID_9855",5
"VID_4293",4
"VID_16121",2
"VID_6836",4
"VID_21469",4
"VID_4587",7
"VID_15753",10
"VID_19328",6
"VID_6206",17
"VID_14693",3
"VID_2621",3
"VID_6674",4
"VID_6064",3
"VID_1561",9
"VID_20424",6
"VID_1743",4
"VID_634",5
"VID_3729",6
"VID_14834",3
"VID_1112",5
"VID_12556",5
"VID_17801",3
"VID_15945",2
"VID_22283",6
"VID_20449",4
"VID_19298",2
"VID_13682",7
"VID_22045",12
"VID_22228",2
"VID_10447",4
"VID_10550",7
"VID_16309",10
"VID_14611",3
"VID_10091",4
"VID_4195",4
"VID_21884",6
"VID_2200",2
"VID_14959",6
"VID_22060",6
"VID_3760",4
"VID_5295",2
"VID_15783",4
"VID_17910",3
"VID_17958",3
"VID_18047",3
"VID_20926",11
"VID_3731",7
"VID_994",3
"VID_13333",8
"VID_8368",3
"VID_5073",4
"VID_20503",6
"VID_10522",5
"VID_19652",2
"VID_4881",2
"VID_18340",5
"VID_10149",16
"VID_5158",4
"VID_18273",3
"VID_13454",2
"VID_13681",2
"VID_19689",5
"VID_21289",5
"VID_6464",5
"VID_13637",7
"VID_9351",6
"VID_8366",2
"VID_23188",5
"VID_12067",3
"VID_8565",14
"VID_20572",11
"VID_22159",5
"VID_19319",4
"VID_12375",7
"VID_17832",7
"VID_7709",4
"VID_7814",8
"VID_14806",2
"VID_19850",2
"VID_243",2
"VID_15442",4
"VID_7036",9
"VID_380",3
"VID_15738",8
"VID_6106",2
"VID_13875",5
"VID_7114",2
"VID_21784",8
"VID_18238",3
"VID_2632",3
"VID_13335",2
"VID_11278",5
"VID_20865",5
"VID_5590",5
"VID_10834",2
"VID_14776",4
"VID_14535",14
"VID_20753",2
"VID_11716",3
"VID_6442",9
"VID_14855",2
"VID_5618",3
"VID_15705",8
"VID_21268",5
"VID_6719",9
"VID_12439",9
"VID_19495",4
"VID_1413",3
"VID_19700",6
"VID_18724",5
"VID_20607",7
"VID_67",5
"VID_17220",3
"VID_5923",5
"VID_15913",4
"VID_16408",4
"VID_16364",8
"VID_16933",4
"VID_15529",3
"VID_11148",4
"VID_12324",6
"VID_5617",3
"VID_7904",5
"VID_16263",7
"VID_12364",2
"VID_12538",3
"VID_22150",7
"VID_3643",2
"VID_1672",5
"VID_12028",3
"VID_9769",4
"VID_5028",4
"VID_15031",2
"VID_4006",4
"VID_13135",5
"VID_17048",5
"VID_13862",5
"VID_22781",3
"VID_4286",14
"VID_15754",2
"VID_6118",5
"VID_12929",2
"VID_20172",2
"VID_12981",2
"VID_19861",2
"VID_23691",9
"VID_6638",4
"VID_8177",4
"VID_15137",9
"VID_10369",7
"VID_18888",4
"VID_968",4
"VID_15157",9
"VID_23693",3
"VID_14298",4
"VID_20552",6
"VID_9109",2
"VID_3272",4
"VID_19926",2
"VID_5432",2
"VID_19362",3
"VID_2721",5
"VID_11957",3
"VID_8323",6
"VID_645",3
"VID_2783",3
"VID_13684",3
"VID_18745",6
"VID_2193",2
"VID_19488",2
"VID_6168",5
"VID_21456",5
"VID_7573",3
"VID_20065",5
"VID_11804",4
"VID_15866",3
"VID_13110",4
"VID_7220",4
"VID_16965",10
"VID_20407",6
"VID_19807",3
"VID_22434",14
"VID_11886",7
"VID_19299",7
"VID_2583",4
"VID_4770",5
"VID_3421",4
"VID_18263",5
"VID_22062",9
"VID_21908",4
"VID_8584",2
"VID_3106",2
"VID_7464",3
"VID_684",2
"VID_13709",3
"VID_23655",4
"VID_8589",3
"VID_4824",13
"VID_12596",5
"VID_9452",3
"VID_14432",2
"VID_7849",6
"VID_6822",5
"VID_392",7
"VID_12777",6
"VID_13616",3
"VID_15792",5
"VID_11060",4
"VID_18182",3
"VID_12237",13
"VID_15759",14
"VID_15351",2
"VID_16436",9
"VID_16993",6
"VID_15666",5
"VID_20082",6
"VID_23470",3
"VID_15347",3
"VID_23453",4
"VID_10613",8
"VID_20155",6
"VID_7919",3
"VID_289",2
"VID_16248",6
"VID_15023",4
"VID_5776",11
"VID_7234",4
"VID_15841",2
"VID_23258",6
"VID_3322",6
"VID_3510",3
"VID_4057",4
"VID_8683",3
"VID_12924",3
"VID_19014",2
"VID_4319",4
"VID_9574",6
"VID_4942",3
"VID_12485",2
"VID_18915",3
"VID_23465",3
"VID_5395",3
"VID_4252",13
"VID_18134",5
"VID_4898",5
"VID_21615",4
"VID_9433",3
"VID_2216",5
"VID_17785",3
"VID_17327",13
"VID_20818",12
"VID_7475",2
"VID_20723",2
"VID_22157",3
"VID_7481",2
"VID_7159",3
"VID_16515",4
"VID_274",2
"VID_14701",4
"VID_20123",3
"VID_4368",4
"VID_4574",3
"VID_1576",3
"VID_11992",5
"VID_19868",4
"VID_8342",4
"VID_22655",5
"VID_20712",2
"VID_9138",4
"VID_7699",5
"VID_8951",5
"VID_1392",3
"VID_14808",20
"VID_8128",2
"VID_18170",6
"VID_8311",3
"VID_14550",23
"VID_4758",1
"VID_6557",6
"VID_9116",3
"VID_14788",3
"VID_10195",6
"VID_23618",7
"VID_5136",4
"VID_12134",3
"VID_17456",6
"VID_9063",10
"VID_16340",5
"VID_17438",2
"VID_1902",5
"VID_14458",2
"VID_17375",4
"VID_10451",6
"VID_7080",3
"VID_3016",2
"VID_6470",13
"VID_14853",9
"VID_11188",2
"VID_22628",3
"VID_5270",7
"VID_21273",3
"VID_19242",13
"VID_9996",2
"VID_17881",2
"VID_13545",9
"VID_11130",4
"VID_23259",9
"VID_2417",3
"VID_3411",3
"VID_3485",2
"VID_5738",2
"VID_3521",8
"VID_21357",9
"VID_6801",4
"VID_10981",5
"VID_19985",4
"VID_22074",3
"VID_6537",3
"VID_16778",8
"VID_18279",6
"VID_19019",3
"VID_11725",3
"VID_21493",7
"VID_3640",3
"VID_18272",5
"VID_8331",8
"VID_16857",2
"VID_9041",7
"VID_12401",5
"VID_18782",3
"VID_10823",7
"VID_14699",3
"VID_20306",13
"VID_5710",3
"VID_8172",11
"VID_15062",2
"VID_9296",8
"VID_7831",2
"VID_4970",5
"VID_9255",8
"VID_23467",4
"VID_16581",2
"VID_12488",2
"VID_4011",8
"VID_3927",5
"VID_5578",2
"VID_23153",6
"VID_12895",3
"VID_13203",2
"VID_5749",8
"VID_200",4
"VID_4163",9
"VID_17426",2
"VID_16544",10
"VID_2305",4
"VID_553",3
"VID_9506",5
"VID_6496",6
"VID_5699",6
"VID_16734",2
"VID_14600",3
"VID_15112",7
"VID_16954",2
"VID_18478",8
"VID_19389",3
"VID_1348",13
"VID_1000",5
"VID_16959",8
"VID_23681",8
"VID_14417",3
"VID_10784",2
"VID_8487",5
"VID_17040",5
"VID_16396",3
"VID_15957",5
"VID_22207",4
"VID_17528",7
"VID_15385",3
"VID_16682",10
"VID_661",2
"VID_13687",4
"VID_1438",9
"VID_13332",5
"VID_14000",2
"VID_7402",3
"VID_21416",10
"VID_1396",2
"VID_2133",8
"VID_3603",7
"VID_10454",6
"VID_491",5
"VID_4490",3
"VID_15588",3
"VID_13366",3
"VID_8288",8
"VID_21621",12
"VID_19232",5
"VID_20718",2
"VID_5949",5
"VID_16403",3
"VID_7954",5
"VID_441",3
"VID_12114",3
"VID_8224",3
"VID_2998",13
"VID_2676",5
"VID_678",10
"VID_16659",11
"VID_1294",4
